,newsTitle,timestamp,url_source,content,source,author,urlToImage
0,3 High Yield Dividend Stocks In India With Yields Up To 4.1%,2024-07-10T01:04:08Z,https://finance.yahoo.com/news/3-high-yield-dividend-stocks-010408851.html,"The Indian market has shown robust growth, rising 1.5% in the last week and an impressive 46% over the past year, with earnings expected to grow by 16% annually",Yahoo Entertainment,editorial-team@simplywallst.com (Simply Wall St),https://media.zenfs.com/en/simply_wall_st__316/46d63f861174685d9a6bcebf459c180a
1,"Cipla Stocks Live Updates: Cipla Closes at Rs 1512.05 with 6-Month Beta of 0.551, Showing Market Resilience",2024-07-10T03:01:40Z,https://m.economictimes.com/markets/stocks/stock-liveblog/cipla-stocks-live-updates-10-jul-2024/liveblog/111620904.cms,"Aquaguard Aura RO+UV+UF+Taste Adjuster(MTDS) with Active Copper &amp; Zinc 7L water purifier,8 stages of purification,suitable for borewell,tanker,municipal water(Black) from Eureka Forbes
Buy Now",Economictimes.com,Economic Times,"https://economictimes.indiatimes.com/thumb/msid-111620904,width-600,resizemode-4,imglength-6302/markets/stocks/stock-liveblog/cipla-stocks-live-updates-10-jul-2024.jpg"
2,LTIMindtree Share Price Today Live Updates: LTIMindtree Closes at Rs 5377.15 with 6-Month Beta of 0.0735,2024-07-10T03:00:55Z,https://m.economictimes.com/markets/stocks/stock-liveblog/ltimindtree-share-price-today-live-updates-10-jul-2024/liveblog/111620850.cms,"Aquaguard Aura RO+UV+UF+Taste Adjuster(MTDS) with Active Copper &amp; Zinc 7L water purifier,8 stages of purification,suitable for borewell,tanker,municipal water(Black) from Eureka Forbes
Buy Now",Economictimes.com,Economic Times,"https://economictimes.indiatimes.com/thumb/msid-111620850,width-600,resizemode-4,imglength-15750/markets/stocks/stock-liveblog/ltimindtree-share-price-today-live-updates-10-jul-2024.jpg"
3,Coal India Stocks Live Updates: Coal India Closes at Rs 493.80 with 6-Month Beta of 0.6614,2024-07-10T03:01:41Z,https://m.economictimes.com/markets/stocks/stock-liveblog/coal-india-stocks-live-updates-10-jul-2024/liveblog/111620907.cms,"Aquaguard Aura RO+UV+UF+Taste Adjuster(MTDS) with Active Copper &amp; Zinc 7L water purifier,8 stages of purification,suitable for borewell,tanker,municipal water(Black) from Eureka Forbes
Buy Now",Economictimes.com,Economic Times,"https://economictimes.indiatimes.com/thumb/msid-111620907,width-600,resizemode-4,imglength-23738/markets/stocks/stock-liveblog/coal-india-stocks-live-updates-10-jul-2024.jpg"
4,State Bank of India Stocks Live Updates: State Bank of India Closes at Rs 861.30 with 6-Month Beta of 1.6862,2024-07-10T03:00:53Z,https://m.economictimes.com/markets/stocks/stock-liveblog/state-bank-of-india-stocks-live-updates-10-jul-2024/liveblog/111620846.cms,"Aquaguard Aura RO+UV+UF+Taste Adjuster(MTDS) with Active Copper &amp; Zinc 7L water purifier,8 stages of purification,suitable for borewell,tanker,municipal water(Black) from Eureka Forbes
Buy Now",Economictimes.com,Economic Times,"https://economictimes.indiatimes.com/thumb/msid-111620846,width-600,resizemode-4,imglength-8302/markets/stocks/stock-liveblog/state-bank-of-india-stocks-live-updates-10-jul-2024.jpg"
5,Tata Consultancy Services Stocks Live Updates: Tata Consultancy Services Closes at Rs 3985.50 with 6-Month Beta of 0.4044,2024-07-10T03:02:55Z,https://m.economictimes.com/markets/stocks/stock-liveblog/tata-consultancy-services-stocks-live-updates-10-jul-2024/liveblog/111620971.cms,"Aquaguard Aura RO+UV+UF+Taste Adjuster(MTDS) with Active Copper &amp; Zinc 7L water purifier,8 stages of purification,suitable for borewell,tanker,municipal water(Black) from Eureka Forbes
Buy Now",Economictimes.com,Economic Times,"https://economictimes.indiatimes.com/thumb/msid-111620971,width-600,resizemode-4,imglength-1533162/markets/stocks/stock-liveblog/tata-consultancy-services-stocks-live-updates-10-jul-2024.jpg"
6,"Tata Motors Share Price Live Updates: Tata Motors Closes at Rs 1014.95 with 6-Month Beta of 2.12, Reflecting Elevated Volatility",2024-07-10T03:02:10Z,https://m.economictimes.com/markets/stocks/stock-liveblog/tata-motors-share-price-live-updates-10-jul-2024/liveblog/111620935.cms,"Aquaguard Aura RO+UV+UF+Taste Adjuster(MTDS) with Active Copper &amp; Zinc 7L water purifier,8 stages of purification,suitable for borewell,tanker,municipal water(Black) from Eureka Forbes
Buy Now",Economictimes.com,Economic Times,"https://economictimes.indiatimes.com/thumb/msid-111620935,width-600,resizemode-4,imglength-32224/markets/stocks/stock-liveblog/tata-motors-share-price-live-updates-10-jul-2024.jpg"
7,"Adani Ports & Special Economic Zone Stocks Live Updates: Adani Ports Closes at Rs 1478.0 with 6-Month Beta of 1.24, Reflecting Moderate Volatility",2024-07-10T03:02:12Z,https://m.economictimes.com/markets/stocks/stock-liveblog/adani-ports-special-economic-zone-stocks-live-updates-10-jul-2024/liveblog/111620938.cms,"Aquaguard Aura RO+UV+UF+Taste Adjuster(MTDS) with Active Copper &amp; Zinc 7L water purifier,8 stages of purification,suitable for borewell,tanker,municipal water(Black) from Eureka Forbes
Buy Now",Economictimes.com,Economic Times,"https://economictimes.indiatimes.com/thumb/msid-111620938,width-600,resizemode-4,imglength-40381/markets/stocks/stock-liveblog/adani-ports-special-economic-zone-stocks-live-updates-10-jul-2024.jpg"
8,"Adani Enterprises Share Price Today Live Updates: Adani Enterprises Closes at Rs 3110.75 with 6-Month Beta of 2.93, Reflecting Elevated Volatility",2024-07-10T03:01:11Z,https://m.economictimes.com/markets/stocks/stock-liveblog/adani-enterprises-share-price-today-live-updates-10-jul-2024/liveblog/111620870.cms,"Aquaguard Aura RO+UV+UF+Taste Adjuster(MTDS) with Active Copper &amp; Zinc 7L water purifier,8 stages of purification,suitable for borewell,tanker,municipal water(Black) from Eureka Forbes
Buy Now",Economictimes.com,Economic Times,"https://economictimes.indiatimes.com/thumb/msid-111620870,width-600,resizemode-4,imglength-16358/markets/stocks/stock-liveblog/adani-enterprises-share-price-today-live-updates-10-jul-2024.jpg"
9,"UPL Share Price Live Updates: UPL Closes at Rs 563.95 with 6-Month Beta of 1.0221, Suggesting Slight Volatility Increase",2024-07-10T03:00:39Z,https://m.economictimes.com/markets/stocks/stock-liveblog/upl-share-price-live-updates-10-jul-2024/liveblog/111620833.cms,"Aquaguard Aura RO+UV+UF+Taste Adjuster(MTDS) with Active Copper &amp; Zinc 7L water purifier,8 stages of purification,suitable for borewell,tanker,municipal water(Black) from Eureka Forbes
Buy Now",Economictimes.com,Economic Times,"https://economictimes.indiatimes.com/thumb/msid-111620833,width-600,resizemode-4,imglength-9370/markets/stocks/stock-liveblog/upl-share-price-live-updates-10-jul-2024.jpg"
